Citation Ticket Number,Status,appl_identifier,Application Type,Appeal Date,Amount Due,Date Close,Judgement ,Judgement Comments,vehicles,addr_city,addr_zip,permit_permission
3522006731,Voided,243769,Appeals Submitted in House,10/7/2022 12:00,0,11/10/2022 8:32,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,meters must be paid if vehicle is parked there(rl)",2BNC35-MD,Pocomoke,21851,NULL
1522010414,Voided,245196,Appeals Submitted in House,11/10/2022 14:53,0,12/13/2022 15:35,Citation Voided,"one time only,unpaid marking meter,meters are enforced 7am-midnight (rl)",NULL,Ft. Washington,20744,NULL
3822004213,Voided,244840,Appeals Submitted in House,11/1/2022 16:38,0,12/7/2022 11:30,Citation Voided,"one time only,24/7 restricted,need a valid lot 2 permit to park in this lot special events included(rl)",NULL,EDEN,21822,NULL
1322025341,Voided,242537,Online Appeal,9/13/2022 14:16,0,10/13/2022 9:08,Citation Voided,"one time only,need a valid lot L permit mon-fri 7am-4pm,lot is free after 4 and weekends (rl)",NULL,Clarksville,21029,NULL
3822005649,Voided,246219,Online Appeal,12/13/2022 18:08,0,1/5/2023 15:25,Citation Voided,parking space was paid for thru parkmobile (rl),NULL,Waltham,2452,NULL
3823007329,Voided,248615,Appeals Submitted in House,2/24/2023 13:25,0,3/24/2023 13:27,Citation Voided,"one time only,no parking sign was posted,but customer paid for the day(rl)",1EP2501-MD,Baltimore,21224,NULL
822025093,Voided,246295,Online Appeal,12/15/2022 14:07,0,1/9/2023 9:34,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am to midnight,didn't have enough time on the meter,valid citation (rl)",NULL,Washington,20008,NULL
822024131,Voided,244498,Online Appeal,10/25/2022 13:29,0,12/1/2022 11:40,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight (rl)",NULL,Rockville,20851,NULL
3723008637,Voided,251013,Online Appeal,4/23/2023 21:17,0,6/12/2023 15:21,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,paid for the wrong space thru parkmobile,has pic for proof(rl)",NULL,Mclean,22102,NULL
722023249,Voided,244155,Appeals Submitted in House,10/17/2022 11:56,0,11/18/2022 11:17,Citation Voided,customer was in the vehicle at the time citation was issued (rl),5DW2012-MD,Woodstock,21104-1434,NULL
1222014523,Voided,246310,Appeals Submitted in House,12/15/2022 16:05,0,1/9/2023 11:34,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,citation was issued at 7:25am meter was paid 8:30am,valid citation (rl)",5DW2012-MD,Woodstock,21104-1434,NULL
822023027,Voided,241878,Online Appeal,8/31/2022 9:00,0,9/22/2022 10:36,Citation Voided,"custoomer paid for the wrong space,parked in space 124 paid for space 123,has pic for proof (rl)",7CC4022-MD,Greenbelt,20770,NULL
1223016134,Voided,250810,Appeals Submitted in House,4/18/2023 15:55,0,6/12/2023 10:05,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight(rl)",6EX8856-MD,Frederick,21777,NULL
3723008590,Voided,251383,Online Appeal,5/1/2023 15:03,0,6/7/2023 15:24,Citation Voided,"unpaid parking meter,parking meters are enforced daily 7am-midnight,customer paid for the wrong parkig space,has receipt for proof(rl)",NULL,University Park,20782,NULL
3523008241,Voided,250827,Online Appeal,4/18/2023 21:47,0,6/12/2023 14:14,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,customer selected 15 minutes free option instead of paying for time (rl)",KZM1848-PA,HERSHEY,17033-1897,NULL
1322026938,Voided,245649,Online Appeal,11/25/2022 13:45,0,12/22/2022 12:04,Citation Voided,"2 cars cannot be on campus at the same time under the same permit,if both cars have to be on campus at the same time then 1 car should park in the lot and the other car park at a meter or paystation (rl)",NULL,Telford,18969,NULL
3523007952,Voided,249962,Online Appeal,3/30/2023 17:31,0,5/1/2023 10:36,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,parking meter was paid with a pincode after citation was issued (rl)",UHH6209-VA,Round Hill,20141,NULL
822023857,Voided,243941,Online Appeal,10/12/2022 9:29,0,11/14/2022 10:04,Citation Voided,"parking meter was paid for thru parkmobile,has receipt for proof(rl)",NULL,Tempe,85284,NULL
3722004331,Voided,245029,Online Appeal,11/7/2022 15:22,0,12/12/2022 13:44,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,(rl)",NULL,Columbia,21046,NULL
1223015953,Voided,250538,Online Appeal,4/12/2023 21:26,0,5/30/2023 8:34,Citation Voided,"parking meters are enforced daily 7am-midnight,parking meter was paid for thru parkmobile(rl)",1DC9079-MD,Hyattsville,20782,NULL
2823006105,Voided,247043,Online Appeal,1/23/2023 11:03,0,2/7/2023 15:26,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,tried to pay but got refunded(rl)",NULL,Essex,21221,NULL
2823006892,Voided,250100,Online Appeal,4/4/2023 7:16,0,5/8/2023 16:26,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,selected 15 minutes free parking after citation was issued(rl)",NULL,Edgewater,21037,NULL
2823005918,Voided,246598,Online Appeal,1/4/2023 23:35,0,1/17/2023 9:25,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,tried to pay thru parkmobile but it wouldn't go thru(rl)",NULL,Clarksville,21029,NULL
822024440,Voided,244897,Online Appeal,11/2/2022 15:45,0,12/8/2022 12:09,Citation Voided,"parking meter was paid for,has receipt for proof (rl)",8AD3203-MD,Chevy Chase,20815,NULL
3723008316,Voided,251071,Online Appeal,4/24/2023 19:13,0,6/5/2023 9:24,Citation Voided,"one time only,need a valid lot RR permit mon-fri 7am-4pm,lot is free after 4 and weekends,visitor pay parking is on the roof of the garage,could have parked there and paid(rl)",NULL,South Bend,46637,NULL
3823007084,Voided,248650,Online Appeal,2/25/2023 10:28,0,3/16/2023 15:36,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,customer paid for the wrong parking space has receipt for proof (rl)",NULL,Oakton,22124-2343,NULL
3723007572,Voided,249278,Online Appeal,3/9/2023 15:17,0,4/17/2023 10:17,Citation Voided,"onetime only,unpaid parking meter,meters are enforced daily 7am-midnight,paid thru parkmobile but meter expired,this is a valid citation (rl)",NULL,HYATTSVILLE,20782,NULL
1523012632,Voided,250442,Online Appeal,4/11/2023 12:58,0,5/19/2023 9:20,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,paid for the wrong parkig space,parked inspace 2152 but paid for 2156,has receipt for proof(rl)",NULL,Greenbelt,20770,NULL
3722002932,Voided,245920,Appeals Submitted in House,12/6/2022 15:33,0,12/28/2022 12:12,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,meter was paid for an hour 7:04pm-8:04pm, this is a valid citation (rl)",7CL1341-MD,BETHESDA,20817,NULL
1323027806,Voided,247142,Online Appeal,1/24/2023 18:41,0,2/8/2023 10:27,Citation Voided,"need a valid lot U permit mon-fri 7am-4pm,lot is free after 4 and weekends,vehicle was not working,battery had died needed a jump(rl)",NULL,Damascus,20872,NULL
3723007047,Voided,248598,Appeals Submitted in House,2/24/2023 12:27,0,3/15/2023 12:18,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,meters need to be paid after parking car(rl)",5CW0629-MD,Lexington Park,20653,NULL
3823006850,Voided,247634,Online Appeal,2/5/2023 13:38,0,2/24/2023 9:41,Citation Voided,"one time only,need a valid f/s permit to park after 4 and weekends,not a parking meter spot,thats why its faded(rl)",FG8778-DC,Washington,20016,NULL
3723006661,Voided,248169,Online Appeal,2/16/2023 15:50,0,3/8/2023 14:15,Citation Voided,"parking meter was paid for,has receipt for proof (rl)",1DK7647-MD,Takoma Park,20912,NULL
1223015246,Voided,248252,Online Appeal,2/17/2023 15:03,0,3/9/2023 10:23,Citation Voided,"need a valid basketball game day permit or handicap,customer has a valid handicap placard(rl)",1DZ1776-MD,Rockville,20852,NULL
1222013411,Voided,243391,Online Appeal,9/29/2022 15:51,0,11/4/2022 11:05,Citation Voided,"unpaid parking meter,customer paid for the wrong space thru parkmobile,paid for space 3588 but parked in space 3589(rl)",NULL,Bowie,20715,NULL
822024452,Voided,245317,Online Appeal,11/14/2022 13:39,0,12/12/2022 10:21,Citation Voided,parking meter was paid for thru parkmobile (rl),AW68413-CT,Newtown,6470,NULL
822024480,Voided,245316,Online Appeal,11/14/2022 13:36,0,12/16/2022 15:12,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,paid thru parkmobile,paid at 9:53am received the citation at 7:38am,valid citation (rl)",AW68413-CT,Newtown,6470,NULL
3822004651,Voided,244998,Online Appeal,11/6/2022 12:18,0,12/12/2022 10:26,Citation Voided,"unpaid parking meter,meter was paid for thru parkmobile at 10:12 am,citation was issued at 7:19 am,this is a valid citation (rl)",AW68413-CT,Newtown,6470,NULL
1223014914,Voided,247462,Online Appeal,2/1/2023 9:35,0,2/17/2023 14:13,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,customer parked in space 2152 but paid for space 2156(rl)",NULL,Grand Rapids,49506,NULL
822025028,Voided,245883,Online Appeal,12/5/2022 16:27,0,12/28/2022 10:59,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,customer selected 15 mins free option, and then paid after citation was issued(rl)",NULL,Huntsville,35803,NULL
3923002200,Voided,250372,Appeals Submitted in House,4/10/2023 13:45,0,6/6/2023 9:53,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight(rl)",8DH6559-MD,Ellicott City,21043,NULL
3523008235,Voided,250974,Online Appeal,4/21/2023 19:26,0,6/4/2023 21:00,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midight,tried to pay thru parkmobile but didn't know plate number(rl)",8DN7806-MD,Pasadena,21122,NULL
3722002641,Voided,241941,Online Appeal,8/31/2022 23:38,0,9/26/2022 17:04,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight (rl)",NULL,Sammamish,98075,NULL
822023645,Voided,243038,Online Appeal,9/22/2022 9:45,0,10/19/2022 11:24,Citation Voided,"unpaid parking meter,meters are enforced 7am-midnight,paid for  meter but selected wrong city and state (rl)",NULL,Towson,21286,NULL
623011142,Voided,249664,Online Appeal,3/17/2023 8:55,0,4/25/2023 9:58,Citation Voided,"one time only,need a valid lot U permit mon-fri 7am-4pm,lot is free after 4 and weekends,wrong level to use pincode(rl)",NULL,WASHINGTON,20551,NULL
3822005405,Voided,246472,Online Appeal,12/21/2022 11:15,0,1/10/2023 16:14,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,meter time ran out at 6:34pm citation was issued at 6:53pm,valid citation (rl)",NULL,Ashburn,20148,NULL
1323028766,Voided,250559,Online Appeal,4/13/2023 12:12,0,5/30/2023 10:36,Citation Voided,"customer has a valid permit to park in this space,emailed me a picture (rl)",NULL,king of prussia,19406,NULL
3722003809,Voided,243900,Online Appeal,10/11/2022 13:23,0,11/10/2022 13:12,Citation Voided,"customer had a parking code,didn't use it after parking thought they were to use it when they left for the day (rl)",NULL,Hyattsville,20783,NULL
3822004853,Voided,245650,Online Appeal,11/25/2022 15:04,0,12/22/2022 12:14,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,was told he can park there (rl)",NULL,College Park,20742,NULL
3823008550,Voided,250642,Online Appeal,4/14/2023 13:35,0,6/2/2023 8:40,Citation Voided,"parking meters are enforced daily 7am-midnight,parking meter was paid for has receipt for proof(rl)",J92PBU-NJ,Hillsborough,8844,NULL
723025162,Voided,249348,Online Appeal,3/11/2023 15:34,0,4/18/2023 15:08,Citation Voided,"one time only,need a valid f/s permit 4pm-8pm and all day on weekends,had an emergency(rl)",E15NYW-NJ,princeton,8540,NULL
3823007349,Voided,248972,Online Appeal,3/2/2023 18:34,0,3/29/2023 11:43,Citation Voided,"need a valid lot B permit mon-fri 7am-4pm,lot is free after 4 and weekends,customer has a permit(rl)",NULL,Severn,21144,NULL
1522010078,Voided,243102,Online Appeal,9/23/2022 12:57,0,10/24/2022 15:19,Citation Voided,parking meter was paid for but had ran out at the time of citation (rl),NULL,SILVER SPRING,20903-3017,NULL
1222013725,Voided,245398,Appeals Submitted in House,11/16/2022 11:33,0,12/20/2022 14:44,Citation Voided,customer had a valid permit just didn't have it displayed correctly(rl),4EZ4853-MD,GERMANTOWN,20876,NULL
1323027996,Voided,247463,Online Appeal,2/1/2023 10:01,0,2/17/2023 14:28,Citation Voided,"one time only,need a valid lot N permit mon-fri 7am-4pm,lot is free after 4 and weekends,vehicle was not working (rl)",NULL,White Plains,20603,NULL
1522010096,Voided,242371,Online Appeal,9/9/2022 14:40,0,10/5/2022 22:30,Citation Voided,"parking space was paid for thru parkmobile,has receipt for proof (rl)",NULL,White Plains,20603,NULL
1522010386,Voided,244313,Online Appeal,10/20/2022 12:00,0,11/30/2022 10:52,Citation Voided,parking meter was paid for thru parkmobile(rl),NULL,White Plains,20603,NULL
3823007361,Voided,249222,Online Appeal,3/8/2023 13:25,0,4/14/2023 10:04,Citation Voided,officer error(rl),NULL,"Herndon, VA",20171,NULL
2823006627,Voided,249027,Online Appeal,3/3/2023 16:50,42,4/5/2023 10:14,Citation Voided,"vehicle was parked in lot RR2 during baskstball game,has pic for prrof",NULL,Port Republic,20676,NULL
1322027277,Voided,246250,Online Appeal,12/14/2022 13:14,0,1/6/2023 11:45,Citation Voided,"one time only,need a valid lot B permit mon-fri 7am-4pm,lot is free after 4 and weekends,visitor pay parking is on the roof of this garage(rl)",94767CD-MD,Edgewater,21037,NULL
3822004249,Voided,244153,Online Appeal,10/17/2022 11:53,0,11/17/2022 15:48,Citation Voided,parking meter was paid for thru parkmobile (rl),1EY6748-MD,Randallstown,21133,NULL
722022533,Voided,242887,Online Appeal,9/19/2022 22:37,0,10/18/2022 10:07,Citation Voided,"need a valid lot 10 permit mon-fri 7am-4pm,customer said battery died in the vehicle and that's why they couldn't move the vehicle (rl)",3EW6065-MD,LAUREL,20723,NULL
722023584,Voided,245478,Online Appeal,11/18/2022 9:52,0,12/21/2022 9:17,Citation Voided,"one time only,need a valid lot 10 permit mon-fri 7am-4pm,had a emergency(rl)",3EW6065-MD,LAUREL,20723,NULL
723025670,Voided,251325,Online Appeal,4/29/2023 10:08,0,6/6/2023 13:27,Citation Voided,"one time only,need a valid lot 10 permit mon-fri 7am-4pm,lot is free after 4 and weekends,vehicle was not working waiting on tow truck (rl)",3EW6065-MD,LAUREL,20723,NULL
3822004548,Voided,245006,Online Appeal,11/6/2022 20:44,0,12/12/2022 12:51,Citation Voided,"one time only, need a valid lot 10 permit to park in this lot,vehicle had a flat tire (rl)",3EW6065-MD,LAUREL,20723,NULL
3822005619,Voided,246397,Online Appeal,12/18/2022 16:18,0,1/10/2023 13:35,Citation Voided,"need a valid lot 10 permit mon-fri 7am-4pm,flat tire (rl)",3EW6065-MD,LAUREL,20723,NULL
2823006961,Voided,250393,Online Appeal,4/10/2023 15:44,0,5/16/2023 11:38,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,had an emergency(rl)",NULL,Phoenix,21131,NULL
3522007269,Voided,246665,Appeals Submitted in House,1/9/2023 16:13,0,6/6/2023 8:33,Citation Voided,"one time only,need a valid UMD permit to park with a handicap placard(rl)",NULL,Armonk,10504,NULL
3522006446,Voided,243281,Online Appeal,9/27/2022 21:01,0,10/27/2022 15:12,Citation Voided,"parking meter was paid for,customer paid for the wrong space,parked in space 2126 but paid for space 2128,has receipt for proof (rl)",GG8040-DC,Washington,20020,NULL
3722002412,Voided,241807,Online Appeal,8/29/2022 17:22,0,9/20/2022 10:12,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,paid all day for a space and left,came back and had to park at another space that wasn't paid for,when paying for all day you have to stay in that space or when you leave and the space is taken you will have to pay for another space (rl)",NULL,BURTONSVILLE,20866,NULL
3723007940,Voided,250150,Appeals Submitted in House,4/4/2023 16:21,0,5/9/2023 11:51,Citation Voided,"unpaid parking meter,meters are enforced 7am-midnight,customer paid for space 3504 parked in space 2292,this a valid citation(rl)",8WC709-WV,CHARLESTON,25314,NULL
3822003462,Voided,243282,Online Appeal,9/27/2022 21:14,0,10/27/2022 15:15,Citation Voided,"parking meter was paid for thru parkmobile,has a receipt for proof (rl)",288K20-MA,Falmouth,2540,NULL
3523008079,Voided,250609,Online Appeal,4/13/2023 18:01,0,6/1/2023 17:19,Citation Voided,"one time only,need a valid lot J permit mon-fri 7am-4pm,lot is free after 4 and weekends,special arrangement(rl)",NULL,White Marsh,21162,NULL
3723006656,Voided,248273,Online Appeal,2/17/2023 17:35,0,3/9/2023 11:00,Citation Voided,"UNPAID PARKING METER,METERS ARE ENFORCED DAILY 7AM-MIDNIGHT,CUSTOMER PAID FOR PARKING PAID FOR THE WRONG SPACE,HAS PIC FOR PROOF(RL)",8ER2810-MD,College Park,20740,NULL
3823007330,Voided,248607,Appeals Submitted in House,2/24/2023 12:53,0,3/24/2023 12:15,Citation Voided,"one time only,no parking sign was posted,but customer paid for the day(rl)",NULL,Beltsville,20705,NULL
1522010670,Voided,247004,Appeals Submitted in House,1/20/2023 12:38,0,2/7/2023 12:54,Citation Voided,"one time only,need a valid lot C permit mon-fri 7am-4pm,lot is free after 4 and weekends,not an overflow lot (rl)",1BE5382-MD,RIVERDALE,20737,NULL
1523011913,Voided,248644,Online Appeal,2/24/2023 22:44,0,3/16/2023 15:18,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnightcustomer paid for the wrong parking space,has receipt for proof (rl)","6FA0556-MD,9EL1372-MD",Sykesville,21784,NULL
3822004578,Voided,244893,Online Appeal,11/2/2022 15:16,0,12/8/2022 11:39,Citation Voided,"unpaid parking meter,customer paid for the wrong space thru parkmobile,parked in space 1759 but paid for space 1756(rl)","6FA0556-MD,9EL1372-MD",Sykesville,21784,NULL
3823006943,Voided,247796,Online Appeal,2/8/2023 11:32,0,2/27/2023 15:29,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,parking meter was paid for minutes after citation was issued (rl)","6FA0556-MD,9EL1372-MD",Sykesville,21784,NULL
822024451,Voided,244946,Online Appeal,11/4/2022 8:07,0,12/9/2022 12:32,Citation Voided,"unpaid parking meter,customer paid for the wrong space thru parkmobile,customer paid for 587 but parked in 578,has receipt for proof(rl)",NULL,Marriottsville,21104,NULL
1222013951,Voided,245209,Online Appeal,11/10/2022 18:07,0,12/13/2022 15:49,Citation Voided,"parking meter was paid for thru parkmobile,has receipt for proof (rl)",NULL,Marriottsville,21104,NULL
822023282,Voided,242232,Appeals Submitted in House,9/7/2022 13:34,0,10/3/2022 11:53,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,if meter is bagged park somwhere else or pay to park thru parkmobile (rl)",NULL,LORTON,22079,NULL
2823006076,Voided,247007,Online Appeal,1/20/2023 12:42,0,2/7/2023 14:17,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,tried to pay thru parkmobile but didn't go thru(rl)",4CR2928-MD,College Park,20740,NULL
3823008102,Voided,250514,Appeals Submitted in House,4/12/2023 14:05,0,5/26/2023 15:53,Citation Voided,"ONE TIME ONLY,NEED A VALID PERMIT MON-FRI 7AM-4PM,LOT IS FREE AFTER 4 AND WEEKENDS,WAS TOLD THEY COULD PARK THERE,WAS GIVEN THE WRONG INFORMATION(RL)",7ABSR3-CT,Fairfield,6824,NULL
3923002322,Voided,250995,Online Appeal,4/23/2023 9:45,0,6/12/2023 15:40,Citation Voided,"meters are enforced daily 7am-midnight,parking meter was paid for thru parkmobile (rl)",1DA7755-MD,Rockville,20853,NULL
3822005383,Voided,246120,Online Appeal,12/11/2022 13:00,0,1/2/2023 12:25,Citation Voided,"one time only,need a valid lot 6 permit mon-fri 7am-4pm,lot is free after 4 and weekends,was given wrong information about parking (rl)",NULL,Haymarket,20169,NULL
3923001034,Voided,248561,Online Appeal,2/23/2023 15:06,0,3/15/2023 10:11,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,parrking mater was paid for,has receipt for proof (rl)",GVE763-MD,Columbia,21045,NULL
3822005540,Voided,246183,Online Appeal,12/12/2022 16:36,0,1/5/2023 9:43,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,meter was not working (rl)",SXM94E-NJ,Hohokus,7423,NULL
1322026397,Voided,244809,Online Appeal,10/31/2022 20:26,0,12/6/2022 13:58,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am to midnight,had a permit to park in lot H (rl)",NULL,Enola,17025,NULL
1222013313,Voided,243797,Online Appeal,10/8/2022 14:41,0,11/10/2022 8:54,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,selected 15 minute  free option ,valid citation (rl)",NULL,Yardley,19067,NULL
3923001320,Voided,249272,Online Appeal,3/9/2023 12:11,0,4/17/2023 9:55,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,customer paid thru parkmobile (rl)",NULL,Derwood,20855,NULL
3923000897,Voided,247833,Online Appeal,2/9/2023 10:00,0,2/28/2023 16:00,Citation Voided,"one time only,need a valid service permit to park in this space,had an emergency(rl)",NULL,Sykesville,21784,NULL
3923000841,Voided,246732,Online Appeal,1/11/2023 11:49,0,1/24/2023 15:00,Citation Voided,"parking meter was paid for thru parkmobile,has receipt for proof (rl)",NULL,Chevy Chase,20815-5522,NULL
3723005752,Voided,246848,Online Appeal,1/16/2023 12:31,0,2/2/2023 10:01,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,attempted to pay for parking selected 15 minutes free option,paid for all day parking after citation was issued,this is a valid citation (rl)",NULL,Crofton,21114,NULL
3722004276,Voided,244849,Online Appeal,11/1/2022 20:29,0,12/7/2022 11:36,Citation Voided,"one time only,24/7 restricted,need a valid lot MM permit to park in this lot,emergency(rl)",NULL,Ellicott City,21043,NULL
3723007523,Voided,249054,Online Appeal,3/5/2023 14:53,0,4/5/2023 15:40,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,tried to pay the meter but there was a line(rl)",U818GH-UT,lehi,84043,NULL
1222014326,Voided,246375,Online Appeal,12/16/2022 21:09,0,1/10/2023 11:53,Citation Voided,"parking meter was paid for thru parkmobile,has receipt for proof (rl)",NULL,Columbia,21046,NULL
3722002532,Voided,242752,Appeals Submitted in House,9/16/2022 10:47,0,10/14/2022 12:20,Citation Voided,"one time only,unpaid parking meter,meters are enforced 7am-midnight,if  paystation  is bagged find another paystation to park and pay or pay thru the parkmobile app (rl)",9DB6480-MD,TOWSON,21286,NULL
3822001662,Voided,244585,Appeals Submitted in House,10/26/2022 12:13,0,12/2/2022 10:49,Citation Voided,"one time only,need a valid lot 9 permit mon-fri 7am-4pm,lot is free after 4 and weekends (rl)","6CS1407-MD,1AH7432-MD",LUTHERSVILLE TIMONIUM,21093,NULL
722023175,Voided,243976,Online Appeal,10/12/2022 15:33,0,11/16/2022 13:36,Citation Voided,"parking meter was paid for thru parkmobile,has receipt for proof,7h is the violation code not how many hours you park(rl)",NULL,Rockville,20850,NULL
3823008355,Voided,250673,Online Appeal,4/15/2023 9:15,0,6/4/2023 17:23,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,customer paid when leaving instead of when they patked (rl)",6FG6013-MD,Odenton,21113,NULL
1223016096,Voided,250326,Online Appeal,4/8/2023 12:39,0,5/12/2023 16:00,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,entered wrong tag number on parkmobile(rl)",HLC3462-NC,Apex,27539,NULL
1222013750,Voided,244904,Online Appeal,11/2/2022 17:28,0,12/8/2022 13:28,Citation Voided,"unpaid parking meter,cutomer paid for the wrong parking space thru parkmobile,parked in space 563 but paid for space 583.has receipt for proof (rl)",NULL,Waldorf,20603,NULL
3822003839,Voided,243726,Online Appeal,10/6/2022 14:09,0,11/9/2022 14:26,Citation Voided,"customer paid for the wrong parking space thru parkmobile,parked in space 568 but paid for 575,has pic for proof(rl)",NULL,Waldorf,20603,NULL
722022893,Voided,243215,Online Appeal,9/26/2022 15:45,0,10/26/2022 13:40,Citation Voided,"one time only,need a valid lot RR permit mon-fri 7am-4pm,lot is free aftre 4 and weekends,sign is posted at the entrance of the garage,not an overflow lot(rl)",3FA7609-MD,Rosedale,21237,NULL
3722002728,Voided,242253,Online Appeal,9/7/2022 14:54,0,10/4/2022 12:03,Citation Voided,"parking space was paid for,customer paid for the wrong space,parked in space 3482 paid for 3483,has receipt for proof (rl)",3FA7609-MD,Rosedale,21237,NULL
3823007236,Voided,248288,Online Appeal,2/18/2023 12:54,0,3/10/2023 10:10,Citation Voided,"ONE TIME ONLY,NEED A BASKETBALL GAME DAY PERMIT AT THE TIME CITATION WAS ISSUED,CUSTOMER SAID THEY HAD ONE BUT DID NOT SUBMIT A PIC FOR PROOF (RL)",NULL,COLUMBIA,21044-6069,NULL
723024588,Voided,247611,Online Appeal,2/3/2023 17:28,0,2/22/2023 13:44,Citation Voided,"one time only,need a vali lot JJ permit mon-fri 7am-4pm,lot is free after 4 and weekends,had an emergency(rl)",NULL,Princeton,8540,NULL
3723007656,Voided,249305,Online Appeal,3/10/2023 10:35,0,4/18/2023 9:09,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnigh,t (rl)",NULL,Salem,24153,NULL
1223015920,Voided,249974,Online Appeal,3/31/2023 8:52,0,5/1/2023 16:54,Citation Voided,"unpaid parking meter,meters are enforced daily 7am-midnight,had a meter permit (rl)",6BC7005-MD,Frederick,21703,NULL
3822004218,Voided,244704,PG Court,10/28/2022 13:42,0,1/4/2023 8:58,Citation Voided,decision was made at PG court (rl),98204CE-MD,Pikesville,21208,NULL
3922000801,Voided,245038,Online Appeal,11/7/2022 20:33,0,12/12/2022 13:46,Citation Voided,"parking meter was paid for,has pic for proof (rl)",6DZ8567-MD,Silver Spring,20902,NULL
3723006540,Voided,247866,Online Appeal,2/9/2023 17:03,0,3/2/2023 9:17,Citation Voided,"one time only,need a valid lot f/s permit after 4 and weekends,had an emergency (rl)",NULL,Columbia,21045,NULL
1522010154,Voided,242872,Online Appeal,9/19/2022 17:02,0,10/18/2022 9:45,Citation Voided,"parking meter was paid for thru parkmobile,citation was issued before payment thru parkmobile(rl)",Y88HXK-NJ,Verona,7044,NULL
3723005889,Voided,247584,Online Appeal,2/3/2023 11:12,0,2/22/2023 11:48,Citation Voided,"parking meter was paid for,has receipt for proof (rl)",RGF9974-TX,College Park,20740,NULL
1322026021,Voided,243762,Online Appeal,10/7/2022 10:00,0,11/10/2022 8:26,Citation Voided,employee had a valid 2/3 day pemit for the day (rl),H54JHV-NJ,Maywood,7607,NULL
1523011901,Voided,248813,Appeals Submitted in House,2/28/2023 14:14,0,3/27/2023 8:50,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,had an emergency(rl)",NULL,Towson,21204,NULL
1222013276,Voided,243065,Online Appeal,9/22/2022 17:21,0,10/20/2022 10:50,Citation Voided,"customer paid for space 185 but parked in space 186,has receipt for proof (rl)",NULL,Woodbine,21797,NULL
1523011800,Voided,248384,Online Appeal,2/21/2023 10:32,0,3/13/2023 12:28,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight,meter was paid for after citation was issued(rl)",NULL,Vienna,22181,NULL
3723008162,Voided,250364,Appeals Submitted in House,4/10/2023 11:56,-45,5/16/2023 9:08,Citation Voided,"one time only,unpaid parking meter,meters are enforced daily 7am-midnight(rl)",NULL,Jamison,18929,NULL
3522006666,Voided,243486,Online Appeal,10/3/2022 9:25,0,11/4/2022 16:07,Citation Voided,"one time only,need a valid lot Z permit mon-fri 7am-4pm,lot is free after 4 and weekends,(rl)",5EZH78-MD,Windsor Mill,21244,NULL
